name,address,lat,lng,scale,contact,web,description,source,tags
Débrouille Compagnie,4 ter rue de la Solidarité Paris 75019,48.8832,2.3902,,info@debrouille.com - http://www.debrouille.com,,"<div><span class=""l"">En deux mots:</span>&nbsp;Ateliers enfants et adultes</div><div><span class=""l"">Activité Principale:</span>&nbsp;Née en 2002, l’association Débrouille Compagnie fédère des artistes et artisans du monde entier qui créent, à partir de déchets, des œuvres utilitaires ou décoratives.   Ces initiatives originales émergent de manière endogène dans les quartiers populaires, notamment dans les pays peu industrialisés, où les métiers artisanaux sont toujours pratiqués. Leurs savoir-faire ancestraux se renouvellent pour s’adapter aux modifications de l’environnement et de la société.</div><div><span class=""l"">La Récup':</span>&nbsp;Les récup’ateliers  Menés par les intervenants plasticiens de l’association, ces ateliers de récup’ créative visent à éveiller la créativité des participants, les informer et leur ouvrir l'esprit sur d'autres cultures et modes de vie, dans l'espoir de modifier leurs habitudes de consommation et de mise au rebut. Enfants et adultes y découvrent mille et une astuces inattendues, imaginées aux quatre coins du monde, permettant de développer son ingéniosité tout en réduisant le volume de sa poubelle ! Seul ou en famille, chacun peut s'initier aux techniques de récupération en participant à un récup’atelier : la Débrouille encourage les participants à apporter leurs propres déchets pour les transformer à l’atelier.</div><div><span class=""l"">Infos:</span>&nbsp;Atelier enfants Mercredi de 14h à 16h (hors vacances scolaires) : À partir de 7 ans. Vous pouvez inscrire votre enfant pour une ou plusieurs séances. L'inscription a lieu directement au local. Tarifs : 10 euros / séance, 100 euros / 12 séances. Jeudi de 19h à 21h (hors vacances scolaires) : À partir de 13 ans. Vous pouvez vous inscrire pour une ou plusieurs séances. L'inscription a lieu directement au local. Tarifs : 10 euros / séance, 100 euros / 12 séances.  Atelier adultes Tout au long de l'année, les participants font l'apprentissage de techniques de récupération créative inédites, développées par les intervenants de la Débrouille Cie ou apprises directement auprès des artistes et artisans récupérateurs rencontrés en France et à l'étranger. Les participants réalisent des oeuvres uniques et originales à partir des déchets qu'ils ont collectés ou trouvés à l'atelier. Tarifs : 10 euros / séance; 100 euros / 12 séances.</div><div><span class=""l"">En échange:</span>&nbsp;Tarif réduit pour les habitants du quartier Danube-Solidarité (75019)</div><div><span class=""l"">Catégorie:</span>&nbsp;Ateliers divers</div>",fucrecup,Ateliers divers
Myrecyclestuff,"Atelier Fil rouge, 4 rue Saint Nicolas Paris 75012",48.8503,2.374,,,,"<div><span class=""l"">En deux mots:</span>&nbsp;atelier nocturne troc 2.0</div><div><span class=""l"">Activité Principale:</span>&nbsp;atelier troc : apprendre à troquer un nouvel art de vivre ensemble, entrer dans le monde de la transacttion gagnant/gagnant, l'economie circulaire, le plaisir de l'échange non marchand</div><div><span class=""l"">Catégorie:</span>&nbsp;Ressources</div>",fucrecup,Ressources
PARIS LABEL,107 rue de Reuilly Paris 75012,48.8424,2.3928,,parislabel@gmail.com - http://www.parislabel.com/,,"<div><span class=""l"">En deux mots:</span>&nbsp;Détournement urbain éco-spontané</div><div><span class=""l"">Activité Principale:</span>&nbsp;Paris Label conçoit des événements singuliers dans l'espace public et s'inspire dans son travail artistique du déchet unique ou des rebuts  accumulés et délaissés, des scénographies instinctives de la ville, des  brèches-nature insoupçonnées, de l'espace public comme espace ludique. Paris Label questionne, enchante ou perturbe l'espace urbain du trottoir  aux bois…   Pour que l'art se mêle de ce qui le regarde aussi : la ville, son  architecture, son mobilier, ses circulations, ses citadins, ses espaces verts, vagues,  en friche, son avenir… Avec un engagement culturel et social sur la toile des quartiers, en  plein-air, hors les murs et hors guichets..</div><div><span class=""l"">La Récup':</span>&nbsp;Interventions  - Déambulations - Installations dans l'espace public, autorisées ou  non. Ateliers dans les quartiers, les écoles, les centres médicaux, les  Festivals et Evènements ponctuels. •  Potobos (métamorphose avec des éléments de recup des poteaux laids,  bittes anti-stationnement) • Potogreen (petits jardins de poche urbains suspendus au cou des  potelets) • Dadagreen (potagers urbains en double-sacoches, à cheval sur les  grilles de la ville) • Land'Art Urbain, création d'un parcours d'oeuvres dans les arbres  mêlant matériaux nature et déchets urbain • Vergers d'asphalte (éco-fresque d'arbres fruitiers sur le macadam) • Sacadam (jardins ambulants sur roulettes dans des sacs de dames) • Truck toys gardens, jardins ambulants dans gros camions-jouets  • Garden'Tricycles, jardins ambulants dans tricycles d'enfants + Electron'Cité : ingérences civiques, secrètes et nocturnes dans la  ville. Plus les utopies en maraude des amis et adhérents de Paris Label...</div><div><span class=""l"">Infos:</span>&nbsp;Prochaine intervention Mars 2013 Parcours Filles Femmes  Mercredi 20 mars : • Verger d'asphalte : éco-fresque collective de cerisiers en fleurs sur  la placette J-Pierre Timabaut dans le 11e • déambulation des Sacadam (jardins ambulants de sacs de dames sur  roulettes, réalisés avec les habitant(e)s du quartier) Dimanche 24 mars  Atelier Potogreen (fabrication de petits jardins de poche en bâche  recyclée à accrocher au cou des poteaux : entrée libre et gratuite -  cour de la Maison des Métallos à 16h30). http://www.lesmetallos.org/</div><div><span class=""l"">En échange:</span>&nbsp;Si on intervient le samedi 23 à croix de chavaux, ça serait sympa de nous offrir le repas de midi.. le reste, matos, transport, on se débrouille...</div><div><span class=""l"">Autres infos:</span>&nbsp;Photographies des chantiers, du monde du travail et des métamorphoses de Paris, des  friches nature et des belles de brèches (plantes spontanées sur  l'asphalte) Dernière expo en plein-air sur bâches : ''Les Gants du Tram'' pour un  hommage affectueux aux ouvriers (de plus de 50 nationalités différentes  et nombreux sans papiers) - Dans le cadre de l'inauguration du tramway  le 15 décembre 2012.  Expo prévue à nouveau du 26 mars au 15 avril à la mairie du 12e.</div><div><span class=""l"">Catégorie:</span>&nbsp;Art du spectacle / Art de rue</div>",fucrecup,Art du spectacle / Art de rue
Le Tri-cycle Enchanté,"Grand Rue,
24310 Bourdeille(s)",48.7719,2.2708,city,contact@tricycleenchante.fr - http://www.tri-cycle.org,,"<div><span class=""l"">En deux mots:</span>&nbsp;Ressourcerie</div><div><span class=""l"">Numéro de téléphone:</span>&nbsp;0553037304</div><div><span class=""l"">Activité Principale:</span>&nbsp;Nous sommes une recyclerie associative qui oeuvre sur le territoire du Périgord vert depuis maintenant 7 ans. En plus de notre activité de base de ressourcerie, nous faisons de la sensibilisation à l'environnement dans les écoles et les festivals sous forme d'ateliers créatifs et de jeux. Nous fabriquons et louons également des toilettes sèches, proposons de la location de vaisselle réutilisable à prix libre, ainsi que des formations et ateliers (compost, tri des déchets, patines écologiques...).</div><div><span class=""l"">La Récup':</span>&nbsp;Nous organisons notre Festival de la Récup' depuis 7 ans, où nous faisons intervenir des plasticiens qui créent à base de récup', des ateliers, conférences, concerts, vide-greniers sont organisés à la mi-octobre chaque année. On peut dire qu'en dehors de cet évènement, nous baignons dans la récup' à longueur d'année.</div><div><span class=""l"">Infos:</span>&nbsp;Ouverture de nos points de vente Bourdeilles: mercredi et samedi après midi (permanence téléphonique) Hangar d'Agonac : samedi de 10h à 18h Friperie de Brantôme : mercredi après midi, vendredi matin et samedi toute la journée  Festival de la Récup' : première quinzaine d'octobre à Bourdeilles</div><div><span class=""l"">Catégorie:</span>&nbsp;Ressources</div>",fucrecup,Ressources
La Maison de la Plage,"La Maison la Plage,  18bis rue Dénoyez Paris 75020",48.86,2.4067,,lamaisondelaplage@gmail.com - http://maisondelaplage.canalblog.com,,"<div><span class=""l"">En deux mots:</span>&nbsp;création collective participative dans les lieux publics ou partagés</div><div><span class=""l"">Numéro de téléphone:</span>&nbsp;0619933012</div><div><span class=""l"">Activité Principale:</span>&nbsp;'La Maison de  la Plage'' est une association issue du mouvement squ’art dont le but est l’utilisation de lieux vides pour vivre et créer (pléonasme ?) venant d’une nécessité d’espace et d’un choix poétique – esthétique et philosophique ? – d’occuper de manière collective et créative les surfaces libres de la ville.  Nous sommes animés par les notions d’échange, d’écologie, d’art et de jeu...  Profondément convaincus de la nécessité vitale de la poésie quotidienne, nous œuvrons pour l’ouverture et la multiplication d’espaces d’art et de créations, libres, citoyens, ludiques, dans les quartiers.</div><div><span class=""l"">La Récup':</span>&nbsp;Nous sommes émulatrices, force de proposition et réalisatrices de projets de créations collectives participatives, pérennes ou éphémères basées sur la récupération. (essentiellement de carrelage, vaisselles cassées, objets divers solides)</div><div><span class=""l"">Infos:</span>&nbsp;tous les samedis de 14h à 16h pour notre projet en cours ''Une Table d'Orientation pour Belleville''.</div><div><span class=""l"">En échange:</span>&nbsp;free</div><div><span class=""l"">Catégorie:</span>&nbsp;Art du spectacle / Art de rue</div>",fucrecup,Art du spectacle / Art de rue
RecupCrea,Montreuil 93100,48.8638,2.4485,city,wassim.chelfi@gmail.com - http://www.recupcrea.com/,,"<div><span class=""l"">En deux mots:</span>&nbsp;Recuperation des palettes de bois et fabrication de meubles et mur vegetaux</div><div><span class=""l"">Numéro de téléphone:</span>&nbsp;0659721273</div><div><span class=""l"">Activité Principale:</span>&nbsp;Récupération des palettes de bois et autres matériaux.  Construction de meubles standards ou d'installations sur mesure Élaboration de mur vegetaux</div><div><span class=""l"">La Récup':</span>&nbsp;Récupération des palettes de bois et autres matériaux.  Construction de meubles standards ou d'installations sur mesure Élaboration de mur végétaux</div><div><span class=""l"">Infos:</span>&nbsp;variables mais assez disponible pour discuter</div><div><span class=""l"">En échange:</span>&nbsp;à definir</div><div><span class=""l"">Catégorie:</span>&nbsp;Ateliers divers</div>",fucrecup,Ateliers divers
Cie des objets érodés,"104,rue Emile Beaufils Montreuil 93100",48.8752,2.4589,,ciedesobjetserodes@gmail.com - https://www.facebook.com/ciedesobjetserodes,,"<div><span class=""l"">En deux mots:</span>&nbsp;recyclage artistique</div><div><span class=""l"">La Récup':</span>&nbsp;Ateliers avec des enfants et adultes sur le recyclage artistique de déchets ménagers et autres.</div><div><span class=""l"">Infos:</span>&nbsp;Ateliers sur commande</div><div><span class=""l"">En échange:</span>&nbsp;Les tarifs, varient et s'adaptent au nombre de participants et à la demande.</div><div><span class=""l"">Autres infos:</span>&nbsp;La Cie des Objets Érodés à pour but,la sensibilisation au valeur des nos déchets et à une valorisation en''objet artistique'',par le biais des ateliers  diversifiés et renouvelés par des recherches sur les réalisations dans de pais où la récup à toute sa place</div><div><span class=""l"">Catégorie:</span>&nbsp;Ateliers divers</div>",fucrecup,Ateliers divers
Compagnie Caribou,1-3 rue Frédérick Lemaître paris 75020,48.8736,2.391,,contact@cie-caribou.org - http://www.cie-caribou.org,,"<div><span class=""l"">En deux mots:</span>&nbsp;Interventions artistiques de sensibilisation à l'écocitoyenneté</div><div><span class=""l"">Activité Principale:</span>&nbsp;Dispositifs théâtralisés et scénographiques ''Made in Récup' '' sur des événements, dans l'espace public et en d'autres contextes (écoles, universités...) ; organisation d'événements bigarrés et accompagnement de la logistique écoresponsable.</div><div><span class=""l"">La Récup':</span>&nbsp;Depuis 2007, la compagnie Caribou développe des modes inventifs et conviviaux de sensibilisation à l’environnement et à la solidarité : dispositifs théâtraux et scénographies ''Made in Récup' '', organisation d’événements bigarrés... elle aime à intervenir là où l'information n'est pas nécessairement attendue!  Relier les humains à leur environnement dans une dimension sensible, drôle, décalée, constitue l’axe des projets de la compagnie. Animés par un réseau d’intervenant(e)s éclectiques (comédiens, plasticiens, graphistes, régisseurs...), ils s’appuient sur l’expertise d’associations citoyennes.</div><div><span class=""l"">Infos:</span>&nbsp;Interventions à la demande : événements, espace public, écoles, universités, centres de vacances... Organisation de Cafés festifs & citoyens itinérants dans Paris ; co-organisation de la fête citoyenne ''Jours de Fête'' (Feigneux, Oise) les 14 et 15 septembre 2013.</div><div><span class=""l"">Autres infos:</span>&nbsp;Ecrivez-nous pour recevoir l'information sur nos prochains rendez-vous : contact@cie-caribou.org</div><div><span class=""l"">Catégorie:</span>&nbsp;Art du spectacle / Art de rue</div>",fucrecup,Art du spectacle / Art de rue
Lumière de l'Atelier,7 rue Jules David Les Lilas 93260,48.8756,2.4148,,lumieredelatelier@gmail.com - http://www.lumieredelatelier.com,,"<div><span class=""l"">En deux mots:</span>&nbsp;lampes réalisés avec des objets de récup'</div><div><span class=""l"">Activité Principale:</span>&nbsp;Créations de lampes à partir de différents et anciens objets récupérés dans les encombrants, les récupérateurs de métaux, les ateliers de mécaniques ou de couture, sur les vide-greniers et autres brocantes. Chaque pièce est unique et entièrement réalisé dans mon atelier aux Lilas.</div><div><span class=""l"">La Récup':</span>&nbsp;J'ai déjà participé à d'autres évènements sur le thème du recyclage et de la récupération.</div><div><span class=""l"">Catégorie:</span>&nbsp;Ateliers divers</div>",fucrecup,Ateliers divers
Talalilala,88 bld de Picpus Paris 75012,48.8462,2.4014,,marie@talalilala.com - http://www.talalilala.com,,"<div><span class=""l"">En deux mots:</span>&nbsp;Ateliers créatifs pour tous avec les déchets de votre quotidien !</div><div><span class=""l"">Activité Principale:</span>&nbsp;Je suis créatrice et surtout animatrice d'ateliers créatifs basés sur l'upcycling. Je propose des ateliers à des adultes et enfants où l'on créée objets décoratifs ou accessoires de mode à partir de matériaux recyclés / récupérés ! J'anime ces ateliers de manière nomade, bar, café, évènements, chez vous, en entreprise un peu partout :)  Mes objectifs : vous permettre de ''faire vous-même'' mes créations à défaut de vouloir les acheter ;) ! Vous transmettre ma curiosité, partager mes petites recettes, et faire resurgir votre potentiel créatif, car vous ne le savez pas encore mais vous en avez un, si si !  Vous sensibiliser au développement durable et à toutes ces petites choses plus sympas pour la planète et la cerise sur le gâteau : vous amener à réfléchir sur notre manière de consommer par le biais du DIY*... Rien que ça !</div><div><span class=""l"">La Récup':</span>&nbsp;J'anime des ateliers récurrents ( voir programme sur www.talalilala.com ) en partenariat avec des lieux implantés dans Paris. A chaque atelier une thématique différente : Accessoires de bureaux, guirlande décorative, mobile, bijoux textile etc...J'anime aussi des ateliers personnalisés pour anniversaires ou enterrement de vie de jeune fille, etc ! Et de plus en plus, j'anime des ateliers en entreprise où l'on utilise les déchets & rebuts de son activité comme matière première pour un atelier créatif où les participants sont les propres salariés de l'entreprise. Emballages alimentaires de la vie de tout les jours, textiles, et tout ce qui est voué à partir à la poubelle représente pour moi la plus ludique des matières premières ! Des déchets du quotidien pour créer ses accessoires de tout les jours !</div><div><span class=""l"">Infos:</span>&nbsp;Programmation à voir sur site internet aussi bien présente sur des évènements de manière exceptionnelle que sur des ateliers plus récurrents</div><div><span class=""l"">En échange:</span>&nbsp;Tarifs en fonction du format, de l'objet etc...et gratuité en fonction du contexte :)</div><div><span class=""l"">Autres infos:</span>&nbsp;A la base, je suis architecte d'intérieur : le recyclage de matériaux, le détournement d'objets sont mes jouets préféré pour aménager un espace ! J'essaye de ré-introduire ces valeurs perdues au monde de la décoration.</div><div><span class=""l"">Catégorie:</span>&nbsp;Ateliers divers</div>",fucrecup,Ateliers divers
Collectif Emmabuntüs,Paris 75000,48.8361,2.3464,city,contact@emmabuntus.org - http://emmabuntus.sourceforge.net/blog/a-propos/,,"<div><span class=""l"">En deux mots:</span>&nbsp;Reconditionnement d'ordinateurs usagés</div><div><span class=""l"">Activité Principale:</span>&nbsp;Le collectif Emmabuntüs s’est constitué autour d’un projet basé sur l’utilisation d’une distribution Linux que nous avons développée pour permettre le reconditionnement de machines usagées de façon simple.  Le collectif Emmabuntüs veut lutter contre les trois fléaux suivants :  - La pauvreté au sein de certaines couches de la population, par l’apport de nouvelles sources de revenus à des associations humanitaires - La fracture numérique dans le monde et en particulier en Afrique, par la diffusion d’une distribution complétée de données libres - Le gaspillage entraîné par la surconsommation de matières premières, en prolongeant la durée de vie du matériel, mais cela ne fera pas plaisir à tout le monde !!!</div><div><span class=""l"">La Récup':</span>&nbsp;Le collectif Emmabuntüs aide les communautés Emmaüs de Neuilly Emmaüs Avenir, Montpellier et Perpignan.</div><div><span class=""l"">Infos:</span>&nbsp;Le collectif Emmabuntüs participera aux événements suivants : - Libre en Fête au SATI21 à Venarey-les-Laumes (Près de Dijon) le 23 mars 2013 - Libre en Fête au CAFISOL (Café Associatif Familial d’Initiatives SOLidaires) à L’Aigle (Normandie) le 30-31 mars 2013 - Premier samedi du Libre à la cité des Sciences de Paris, premier samedi de chque mois (http://premier-samedi.org/) - Open Bidouille Camp vers Juin 2013 - Salon Emmaüs vers fin juin 2013  Toutes ces infos sont disponibles sur http://blog.emmabuntus.org ou https://www.facebook.com/Emmabuntus</div><div><span class=""l"">En échange:</span>&nbsp;Le collectif essaye d'aider les associations humanitaires et les personnes dans le besoin en fonction de nos moyens.</div><div><span class=""l"">Catégorie:</span>&nbsp;Ateliers divers</div>",fucrecup,Ateliers divers
