Id,Tags,Url
c149e798-a886-4967-8e4c-dd8f8a2b38c1,map list,http://capoupascap.paris
4cc6adca-5872-402d-aa7b-d2d2b5d754a9,,http://elanglobal.org
59ac07a6-17a8-43fc-80a7-7ff045985c51,,https://15mpedia.org
925e202e-fe71-449e-9885-1ff857b30fbc,,http://www.mouvement-zeitgeist.fr/agir/individuellement/charte-du-mouvement
8488bd0f-d50f-4e0c-83a1-2dd6d29a054c,,http://reseauculture21.fr/amacca/le-reseau/
2e5cfa40-85a6-44be-bde3-b2141ba60eaf,media,http://www.reporter-citoyen.fr
2810a095-43ac-4eb9-96f1-ca5a28be23a0,,http://www.slowfood.fr/slow-food-en-france
e2596d2c-4fc5-4ba6-945c-b7504887619c,,http://multinationales.org
17a23ccc-03aa-47d8-930a-d0e208dd9c38,video,http://www.pierrecarles.org
c283fe79-6120-4387-b45e-7c5d3de3a6d4,,https://guide.boum.org
9c7d00eb-c0d0-48a0-b0d6-46b7a4e153ed,media,http://zangomedia.fr
dc174ce9-556f-44dc-97ac-b1c05fe422a7,map,https://www.google.com/maps/d/embed?mid=zObc46bS4Jts.kM-SMEA0C_m8
2d28e89e-4ea4-416c-b080-faf0caa2d23b,video,https://www.youtube.com/watch?v=P-yPQEQghMs
538ac740-1b91-464c-bf5a-7efe5a5953fb,politics,https://www.m6r.fr
16512366-76c7-49a3-82c8-8c96ca4eb53d,group,https://www.partipirate.org/Declaration-de-politique-generale-112
95a0acca-6d66-4571-8461-2e056cb90e9a,,http://www.ecosocietal.org/articles.php?lng=fr&pg=18
7ae978d7-f9e2-48e9-9a76-207d2d1f5064,,http://www.decroissance.qc.ca/manifeste
cb23d909-073e-4cf3-9211-b3a6653e293a,video,https://vimeo.com/37089032
5a85ec9b-1d7a-4e5d-a09b-661a157b38d2,object,http://www.jedonne.org
d0063c55-fa2f-4e83-9284-0949fe9d699e,video,https://www.youtube.com/watch?v=At_fCG1LJpk
0cf251e4-90fa-49a5-93f8-99e848e8d074,,http://www.alliancecitoyenne-38.fr/le-projet-2/lassociation/
b4a414ff-3ffa-4589-b63e-809de0713a2f,home,https://twitter.com/generationpreca
95564e52-8876-4c6c-ad53-6f1399740a43,creation,http://www.les-saprophytes.org/index.php?cat=sapro
e07ba353-4dd9-4ca4-b03b-400c38240165,text,http://www.lyber-eclat.net/lyber/bolo/bolo.html
8c1a8d85-46a8-4422-af8a-2d5b9eec8bf5,web,https://www.torproject.org
07719734-4589-4c3d-8045-2dbb947f0e8c,,https://abecedaireduchangement.wordpress.com/2012/05/11/avant-propos-2/
e77a3ec0-f037-4bea-9373-3938730c0100,economy,http://monnaie-locale-complementaire.net/france/
5f06df73-aceb-4b01-935e-11f2ae9a14aa,creation,http://www.commeunpoissondanslart.fr
5579fddd-af02-459e-87bb-303122267e62,,http://www.les-indignes-revue.fr
72eb02f7-966d-47e3-8c35-8ff0c68047bd,,http://www.manifeste.attac.org
848e004c-f15a-47c8-a471-0bcdf6727f78,object,http://www.co-recyclage.com
eecd338e-0dc1-4d89-8ffc-4acaeb4bf6d6,group,http://gpclimat.be/notre-charte/
8a0e33af-e8a9-4057-8df3-ac8b6a4a1103,,http://universite-du-nous.org/a-propos-udn/ses-outils/
80cbfe33-06c5-4e9d-8441-c205f4bbf075,,http://leclimatchange.fr/questions-reponses/
71739112-2dc5-48ab-b57e-45063c83fa19,list,http://www.spirale.attac.org
516aa23d-f809-4c50-a8f0-27c96dc83e91,,http://www.primitivi.org
d5cde0c9-19bd-4d03-bf7e-407c5ac937c6,act love,https://brigadeclowns.wordpress.com/le-manifeste-de-larmee-des-clowns/
37564bd5-4264-4255-a44b-23e135afd0da,text web,http://les451.noblogs.org/post/2012/11/22/la-querelle-des-modernes-et-des-modernes/
43607b76-8504-4738-b696-628ca8de8455,web tool,http://degooglisons-internet.org
944917b1-b27c-41b9-b164-92c0e9a9d78f,,http://www.perou-paris.org/Manifeste.html
42930fa0-1e2a-4a41-876b-be70cf907d9d,,http://asso.apne.free.fr
600fc5c3-9fe7-4d6a-aecd-9eb0eefbe862,home,http://www.jeudi-noir.org
fc2d380e-3f07-46f7-9b71-abce85719226,,http://lmsi.net/?page=presentation
e59797b4-55fa-4e1a-afad-f1150128b96f,eat,http://www.amap-idf.org
e20bccbf-ad6e-4679-838d-79ed5eea0aff,,http://www.internetactu.net/2015/05/07/technologie-cest-a-nous-den-etre-les-maitres-oui-mais-comment
f0a10a19-ec82-4192-80e3-7ba5be479d33,video,https://www.youtube.com/watch?v=4-qS2Tr_GVU
79365265-e88c-4bd8-a102-6fcf07b06fdb,,http://gpclimat.blogspot.ch/p/texte-fondateur.html
c18627eb-6271-4cf2-9670-cddbbc82d40a,group,http://www.institutmomentum.org/le-manifeste/
b526513e-aff7-4811-818d-c36b0c0313c2,,http://www.maintenantnosterres.com
49feb6b2-a9be-4930-a0e9-2fda05b5081a,web science,http://technologos.fr
66af82f6-7e9a-4b9f-9dda-f0e5a4134e8b,media video,http://telebocal.org
34542cab-b8e8-49c2-917b-2ee8783475fd,video,https://www.youtube.com/watch?v=cLOZ0c7W2Go
ea74c242-943b-46b3-91ba-845168e6497c,video,http://www.dailymotion.com/lappeletlapioche
2b3b9eef-ca5a-42f7-a444-2a764aae864d,move,http://covoiturage-libre.fr
3394d78c-d601-4937-aa64-b957c996bb4b,object,http://myrecyclestuff.com
dbc7f967-c2f9-415e-ad4b-d2d7f1e5d01a,creation,http://pouleouoeuf.com/fr
c6903c7a-15b3-4715-b264-3b962220d525,web tool,http://www.framasoft.org
d376ec55-9804-4a2e-a5e5-87b20b73167f,,http://jaiundoute.com
5c4c180a-7f5e-4006-8642-936def516280,,http://partage-le.com
05f19401-5da5-4836-80f9-4230b8b4c00c,,"http://www.influencia.net/fr/actualites/com-media,audace,dessine-moi-drogue-numerique,5342.html"
01252107-1bd7-4ce3-bd9b-bc3da64b3ee3,economy companies,http://jechangedebanque.org/toutes-les-banques-ne-se-valent-pas/
c0698853-9834-4fc5-bbff-0428d85c5cb2,,http://www.financeresponsable.org/entreprise.php
92b67418-91c6-4fc6-9e1c-980f509b68c6,map,http://lesmoutonsenrages.fr/carte-des-moutons-2/
0b52d3bc-442c-4684-9649-6ca1add227c2,,http://www.hclbox.org/fr/boxes
4e21c8ca-d246-42cb-9805-ec1632dd830c,,http://dark-mountain.net/about/manifesto/
86e67904-a37e-4ada-a688-a06f9344a606,list economy map,http://www.lemarchecitoyen.net
217bca75-2e86-4695-88a4-72f7c3d65307,,http://transition-paysstbrieuc.org http://www.transition-paysstbrieuc.org https://transition-paysstbrieuc.org https://www.transition-paysstbrieuc.org
b521c0bd-8677-4a03-ae5d-d887cacea97e,,http://www.transitiondemocratique.net https://www.transitiondemocratique.net
8b7c332d-e61f-4894-b559-0e1c23064a99,,http://montreuilentransition.fr https://montreuilentransition.fr
ea421006-8a0a-4c32-b8ce-2c4532814a6d,,http://quebecentransition.org http://www.quebecentransition.org
3f67b797-8c0a-4a4a-b794-729e2f259046,,http://www.transitionfrance.fr
9310a1fe-3c31-49bc-aafa-57afc6112085,alienation group,http://www.deboulonneurs.org
7d35e654-c8ea-4da6-9320-cd87d8035d00,object,http://recupe.net
5522a4ed-d593-45ea-8e5a-d5db7025d7b8,,http://transitionus.org http://www.transitionus.org https://www.transitionus.org
3fb42637-e5a0-4630-b6cc-92a7760ecd4b,group,http://www.transitioncitoyenne.org
e7e56d5e-1060-4e56-b735-d16b35911aeb,economy,http://revenudebase.free.fr
3beac5c2-28e7-472c-a8c0-9f1f258918b2,,http://www.en-transition.fr
46c24dcf-0e8c-4e31-8430-c9d4eadafb06,,http://2mains-asso.fr http://www.2mains-asso.fr https://2mains-asso.fr https://www.2mains-asso.fr
5c169bd1-fe7d-4579-8488-25ce1066b64d,,http://alternati-var.tumblr.com http://www.alternati-var.tumblr.com
2436fe97-2608-4842-a8ea-e64fb13be625,,http://www.actu-environnement.com
63175dab-8d4d-4503-b32e-dcfc7fd7bdb3,,http://www.reseautransition.be
dd3b87d3-9fa6-4ccd-a97e-deef0d90d73e,,http://www.mrc-france.org
07ee8471-49fb-4cb3-9ce8-ec5b31edafd9,video,http://utopimages.fr
d78a4110-dc4d-4e36-90ba-68ecfe548ec8,,http://conscience-du-peuple.blogspot.com http://conscience-du-peuple.blogspot.fr http://www.conscience-du-peuple.blogspot.com http://www.conscience-du-peuple.blogspot.fr https://conscience-du-peuple.blogspot.com https://conscience-du-peuple.blogspot.fr
f69e79a7-4a4b-4ad7-b836-5b2e48e540ee,,http://opendotdotdot.blogspot.com http://www.opendotdotdot.blogspot.com http://www.opendotdotdot.blogspot.fr https://opendotdotdot.blogspot.com https://www.opendotdotdot.blogspot.com
97b67d21-a7fa-4472-8f34-03c506187d04,,http://deepgreenresistance.blogspot.com http://deepgreenresistance.blogspot.fr http://www.deepgreenresistance.blogspot.com https://deepgreenresistance.blogspot.com
4a5e7518-61be-432b-a8fa-96e9c86d3e94,economy,http://le-revenu-de-base.blogspot.com http://le-revenu-de-base.blogspot.fr http://www.le-revenu-de-base.blogspot.com https://le-revenu-de-base.blogspot.com
6401546e-482c-415f-a677-272ad1b6a843,audio,http://radio-guerrilla.blogspot.com http://www.radio-guerrilla.blogspot.com http://www.radio-guerrilla.blogspot.fr https://radio-guerrilla.blogspot.com
1dc56c2b-889f-44cf-a07a-6b8d62df7013,,http://tempetemob.blogspot.com https://tempetemob.blogspot.fr https://www.tempetemob.blogspot.fr
795c1844-1005-46e2-8dae-514a40dfd9ae,media,http://www.agoravox.fr
0544f70f-3739-4538-b267-eefe56e9dbab,calendar @Angers @MaineEtLoire,http://alter49.org
9b5b9260-b03a-4281-bb1d-ae4001df826a,,http://animal-penseur.blogspot.com http://www.animal-penseur.blogspot.com http://www.animal-penseur.blogspot.fr https://animal-penseur.blogspot.com
f49d7040-e6d4-4248-adc5-45104bb42722,,http://aulapinblanc.blogspot.com http://www.aulapinblanc.blogspot.com http://www.aulapinblanc.blogspot.fr https://aulapinblanc.blogspot.com
f004ac71-4987-4fef-9877-c83bcdb0a945,,http://collectif3r.blogspot.com http://collectif3r.blogspot.fr http://www.collectif3r.blogspot.com https://collectif3r.blogspot.com
ede29686-b403-4963-82f6-c17471f06be7,,http://leclebard.blogspot.com http://leclebard.blogspot.fr http://www.leclebard.blogspot.com https://leclebard.blogspot.com
388666fa-3173-4e17-ab62-53c6d29762f0,,http://chavilleentransition.com http://www.chavilleentransition.com
60e682e7-3465-4a91-bfb6-c87ee27b4221,,http://mediascitoyens-diois.blogspot.com http://mediascitoyens-diois.blogspot.fr http://www.mediascitoyens-diois.blogspot.com https://mediascitoyens-diois.blogspot.com
ca596922-3cce-4acd-98ab-56507c1203ad,,http://monportatif.blogspot.com http://monportatif.blogspot.fr http://www.monportatif.blogspot.com https://monportatif.blogspot.com
615eabe1-69eb-45e2-aab8-7a9b096a6213,energy,http://negawatt.org http://www.negawatt.org https://negawatt.org https://www.negawatt.org
19b042ef-d756-4b60-af70-ec90ff6f7e17,,http://cantal-en-transition.org
4db71e83-bd12-43ea-acd6-bd8c859c921f,,http://onsefechier-anatic6.blogspot.com http://onsefechier-anatic6.blogspot.fr http://www.onsefechier-anatic6.blogspot.com https://onsefechier-anatic6.blogspot.com
3c208d7f-6813-40e5-8d5a-e1aef20b652c,,http://canard-aux-figues.blogspot.com http://canard-aux-figues.blogspot.fr http://www.canard-aux-figues.blogspot.com https://canard-aux-figues.blogspot.com
49698648-1e44-4269-b74b-ad992b5fdf94,,http://commedesguilis.blogspot.com http://commedesguilis.blogspot.fr http://www.commedesguilis.blogspot.com https://commedesguilis.blogspot.com
0e2f5a8c-21c8-480d-8c1c-7e025ea5627f,,http://observatoire-territoires-durables.org
d243266c-41be-44fb-80b8-a6e2b83eb586,,http://alter49.free.fr
938a506e-a2df-446d-91f7-d761e81dc05e,,http://alter-actifs.org
a551fae9-8a94-4b28-8362-3ab39e8419f2,,http://marchedeschomeurs-brest.blogspot.com http://www.marchedeschomeurs-brest.blogspot.com http://www.marchedeschomeurs-brest.blogspot.fr https://marchedeschomeurs-brest.blogspot.com
c902e8b8-3640-47fc-bc13-fef0809e0c1c,,http://ladominationdumonde.blogspot.com http://ladominationdumonde.blogspot.fr http://www.ladominationdumonde.blogspot.com https://ladominationdumonde.blogspot.com
f9839f0d-ae85-45d5-a06f-d9ea19c11ddb,,http://laurie-apprentie.blogspot.com http://www.laurie-apprentie.blogspot.com http://www.laurie-apprentie.blogspot.fr https://laurie-apprentie.blogspot.com
c3eb5b6f-b331-4a29-87a8-edce8c33d62e,,http://lesoutien.blogspot.com http://www.lesoutien.blogspot.com http://www.lesoutien.blogspot.fr https://lesoutien.blogspot.com
d4188ab9-a0f1-4593-9994-b81358f439e6,,http://twitter.com/ReclaimCommons http://www.twitter.com/ReclaimCommons https://twitter.com/ReclaimCommons
b941267b-bed7-401f-bedd-47e8c91362a2,,http://amisdumondediplomatique66.fr
01ae1a61-df00-4b2d-a660-c7bf9e9a6883,,http://anti-ntp.blogspot.com http://anti-ntp.blogspot.fr http://www.anti-ntp.blogspot.com https://anti-ntp.blogspot.com
34c63b61-54b5-45a2-adcb-62b45d711433,,https://soutien-rebellion-donbass.blogspot.com https://soutien-rebellion-donbass.blogspot.fr
a9887b6b-0cbb-412c-bb66-17caaa70ba73,,http://altervista.org http://www.altervista.org https://altervista.org
42b51a0b-ca8c-4b37-91f5-b9f0ff8c9223,,http://alterhabitat31.org http://www.alterhabitat31.org
2e9be9ba-2200-41d2-aba3-b4df7fc294e0,,http://attentionalaterre.blogspot.com http://attentionalaterre.blogspot.fr http://www.attentionalaterre.blogspot.com https://attentionalaterre.blogspot.com
8c7a1f48-0977-402b-8161-02e88aed423a,,http://lafourmirouge.blogspot.com http://www.lafourmirouge.blogspot.com http://www.lafourmirouge.blogspot.fr https://lafourmirouge.blogspot.com
81237c89-5ce8-411d-93f0-2b4f23295138,,http://bistrobarblog.blogspot.com http://www.bistrobarblog.blogspot.com http://www.bistrobarblog.blogspot.fr https://bistrobarblog.blogspot.com
b16788ad-4243-475a-aa6e-a9a43925d777,,http://festival-transition.coop
1335210b-7b72-429d-a3b9-56b7e4d78fc2,video,http://utopimages.org
4e0afd48-9e50-4259-a010-807ed102a8f2,,http://defenseetenvironnement.blogspot.com http://defenseetenvironnement.blogspot.fr http://www.defenseetenvironnement.blogspot.com https://defenseetenvironnement.blogspot.com
a5eccb3d-e14a-468f-9594-fc8f65bb6e92,,http://mysticbourgeoisie.blogspot.com http://www.mysticbourgeoisie.blogspot.com http://www.mysticbourgeoisie.blogspot.fr https://mysticbourgeoisie.blogspot.com
2b2e1fc9-d320-4991-95cd-5b0faec578c5,,http://contrelaprecarite.blogspot.com http://contrelaprecarite.blogspot.fr http://www.contrelaprecarite.blogspot.com https://contrelaprecarite.blogspot.com
a82c05bc-14ab-41a3-963e-99821a3a181b,,http://transitionquebeccentreville.org
c36d330f-d612-433b-a200-1241573e6b56,media text,http://sansremede.fr
4af7fb6e-864f-4920-ae44-96a825183fbb,,http://lacaravanedesespaceslibres.blogspot.fr http://www.lacaravanedesespaceslibres.blogspot.fr
5de356b3-ddd7-4783-af6a-7c24bf7eef13,,http://transition-energetique32.blogspot.fr http://www.transition-energetique32.blogspot.fr
d51e8f88-9a6f-4de2-bd77-72244dc2cd54,,http://www.liegeentransition.be https://liegeentransition.be https://www.liegeentransition.be
03abbfe6-1d94-4a48-b657-a519907b9c01,,http://www.argentdubeurre.com https://argentdubeurre.com https://www.argentdubeurre.com
4ce5a193-8b83-4d5b-8f32-6e3b8502533b,,http://sorsdeterre.blogspot.fr http://www.sorsdeterre.blogspot.fr
bb6bc7e8-afb9-406f-9352-8eeb3d7c7528,,http://www.altereco30.com https://www.altereco30.com
111d5d2c-fd8d-4a99-9b63-6133f63c7b43,,http://www.acteurspublics.com
1f0831fa-2b94-4ad4-a26f-6222d4ebac02,,http://www.debrouille.com
5482bfc5-70d8-4f01-9236-3e650fb42bac,,http://passerellesud.org http://www.passerellesud.org https://passerellesud.org https://www.passerellesud.org
6f7590b3-437d-4772-91b6-fadf3ff966e9,,https://www.facebook.com/Alternatiba.paysdelorient
af2276ae-a23a-42f2-a6d0-60993dd1fb24,,http://transitionparis20.org https://transitionparis20.org
4c46d2c4-45f7-4657-ae2f-a9050e9d1fa0,,https://arlestransition.wordpress.com
11b25bd3-97bd-4aef-9afc-8f167f317040,,http://www.bordeaux-transition.org
d71c7421-f9a7-462f-9bef-61f8f85b3b23,eat,http://biocoop.fr http://www.biocoop.fr
2ad76eab-0b61-40fc-913d-098c05a73d07,,http://www.saveursdurables.fr
90eafc85-fd4c-4896-999f-5846b72455fe,,http://www.aide-et-action.org
2c56bf1a-862a-4416-9251-3d6a7bf82e81,,http://alternatives-economiques-education.fr http://www.alternatives-economiques-education.fr https://alternatives-economiques-education.fr https://www.alternatives-economiques-education.fr
e07dffce-b892-471d-86ef-d0e067265f06,,https://www.facebook.com/PeupleDuMondeReveillezVousOnVousMent
9784a9b1-5b0d-4fae-b749-8f6b630c8a07,,http://transition-pays-allevard.blogspot.fr http://www.transition-pays-allevard.blogspot.fr
56b85ca2-65ba-430b-bd9d-3b39c7423cf4,,http://populiste-impenitent.blogspot.fr http://www.populiste-impenitent.blogspot.fr
c99e7c58-36a6-4c3a-beb1-62f95985dca3,zad,http://comites-ndl.blogspot.fr http://www.comites-ndl.blogspot.fr
d29ca51a-588f-4e73-bf37-f55d8e4913eb,economy,http://antibanque.blogspot.fr http://www.antibanque.blogspot.fr
e39a561d-986b-41a7-9db5-e3620ef147b8,,http://www.alter-actif.com
371b1780-c7cc-4b65-bb64-94a0fb25ffb1,,http://jptransition.org
349096ac-e081-4f3e-9573-ed01f6114d15,,http://alternatives34.ouvaton.org http://www.alternatives34.ouvaton.org https://alternatives34.ouvaton.org https://www.alternatives34.ouvaton.org
3a71a1ee-a3c9-483d-9d95-a84ca612906b,,http://argenteuilblog.fr http://www.argenteuilblog.fr https://argenteuilblog.fr https://www.argenteuilblog.fr
8f9895b5-4f37-4550-890b-be62248b638c,,http://altermonde-sans-frontiere.com http://www.altermonde-sans-frontiere.com
99f64204-9885-4169-9110-589e084b59e7,,http://reseauecoleetnature.org https://reseauecoleetnature.org
21a4c3ec-2d9a-4840-8ee8-ebb1b1940c7a,,https://orthezbiodiversite.wordpress.com
d2a08866-20a6-4e19-a117-5bfa43d2f962,,http://www.crystalpalacetransition.org.uk
fef6d933-1c14-4e4f-99c8-fbc26c32ca43,,http://lutopiste.com https://lutopiste.com
60b3065c-adfe-46a2-bdeb-2383eec57576,,http://indigenes-republique.fr
bb4b2788-9d2b-41ca-81bb-ca92b512bc0b,law home,http://jurislogement.org http://www.jurislogement.org https://jurislogement.org https://www.jurislogement.org
5252b56c-3973-4ab7-aa6a-4ca1ffcfcee0,,http://www.agrobio-bretagne.org https://agrobio-bretagne.org https://www.agrobio-bretagne.org
242e9eb6-a697-417e-8ced-5b6cbcc4de68,,https://www.facebook.com/alternatibanarbonne
191b3ee5-8da2-46b8-8a04-5e796393d6e9,,http://www.convergence-sp.org https://www.convergence-sp.org
714fa95d-99bd-4afa-bbcd-3fde046768af,,http://parolesdesansvoix.org
f2c46ea3-f86e-4f2a-b851-4f143013af74,act love,http://www.libertederire.net
b9715ae8-7326-4530-9818-80cbfbc37f34,,http://www.cip-idf.org
26006ae3-56fe-46fc-a07c-b77b6c60b429,text,http://editionslibertalia.com http://www.editionslibertalia.com https://editionslibertalia.com https://www.editionslibertalia.com
c9f6ba0f-de33-4fa0-a51a-13ef56077e79,,http://espace-public-de-mediation.blogspot.fr http://www.espace-public-de-mediation.blogspot.fr
0a09786b-d3d4-4007-9caf-34178985755c,text,http://editions-libertaires.org https://editions-libertaires.org
dc3137f9-d015-430b-b64d-46a87c7bcab1,,http://leobidois.blogspot.fr http://www.leobidois.blogspot.fr
ba469020-78b0-4410-8328-1b2fed86fd2d,,http://quotidiendurable.com http://www.quotidiendurable.com
f0816f28-23ea-4113-a36f-8c8ea59d011f,,http://opendatacommons.org
164fb08c-d6e2-4e5f-b62e-41a03bf0c2af,,http://www.atelier.net
19e011ff-2148-44e1-a1f5-fe6eb873d683,,http://etre-au-monde.fr http://www.etre-au-monde.fr https://etre-au-monde.fr https://www.etre-au-monde.fr
f179821f-a803-4ea5-b8d5-70b3c31d32ee,,http://lepoingpresselibertaire.org https://lepoingpresselibertaire.org
adf61b0b-8158-47ba-acd6-00c2d8713468,economy,http://aidonslargent.org https://aidonslargent.org https://www.aidonslargent.org
59d77e44-9f01-423e-a240-63980c8b552c,,https://rambouilletentransition.wordpress.com
4b4de7e6-4957-4b75-9223-910cb296c027,,http://postcarboncities.net http://www.postcarboncities.net
08bf3bf3-7711-42a6-99ce-70baa8fa20c2,,https://www.facebook.com/alter.tour
4033f16d-53ed-498d-a14b-49fd4bc3f0e6,,http://www.wikiconstructiondurable.fr
310bfb33-7353-4e2e-96f3-98836ef4f616,,http://alternatiba-nancy.fr http://www.alternatiba-nancy.fr https://alternatiba-nancy.fr https://www.alternatiba-nancy.fr
75f6f6a4-ae73-440f-a794-9317264bbe42,,http://entremonde.net http://www.entremonde.net https://entremonde.net https://www.entremonde.net
fe3a5f99-9fca-4c1e-8809-490b87aaa2a6,politics,http://www.onthecommons.org https://onthecommons.org https://www.onthecommons.org
a93dd8c3-1ae7-470d-950a-48b3b2d96bea,,http://salontransition.fr https://salontransition.fr
b0cc9208-68ff-49ab-823c-3771241d0cbe,,http://www.jaimelabio.fr https://www.jaimelabio.fr
377c5b57-7f09-4732-90b3-9edcdc8bfb5e,,http://alterinfos.org http://www.alterinfos.org
8730c63b-ab00-4653-904f-56beda48eaef,space,http://alternativesurbaines.ch https://alternativesurbaines.ch https://www.alternativesurbaines.ch
29b57ea5-7b53-42fd-9835-3bf1dc30d258,,http://lengrenage.blogspot.fr http://www.lengrenage.blogspot.fr
9a1e81b4-4b2b-4ac6-8894-90c80fbb3a85,,http://consomacteurs.com https://consomacteurs.com
cd555c22-9fad-4aa8-be3c-0cac69b28782,,http://juralibertaire.over-blog.com
86a25436-c9a0-4e0c-8ca7-43f47670a451,,http://alternativaseconomicas.coop
ec5bf701-1421-4cdc-8438-77d7b6152539,,http://actionaid.org http://www.actionaid.org
cacbff97-2be3-467d-9c24-860d3dfcdc46,,http://transitionaupays.eu
dde95b8c-ad3c-420a-9389-fa2528227d89,education group,http://lespetitsdebrouillards.org http://www.lespetitsdebrouillards.org
34d77c47-5d64-4d34-970f-0518f115d072,,http://www.oneyearintransition.org https://www.oneyearintransition.org
ccfe7887-bc7d-4b28-94c0-72d5ef4be11f,,http://www.bioconsomacteurs.org https://www.bioconsomacteurs.org
369343c2-05c1-450f-a9a3-cb0f11b51d03,,https://policyalternatives.ca https://www.policyalternatives.ca
66428ba5-5916-4912-8555-07c50268e1f7,,http://ploutopia.over-blog.com
6d45d861-c113-417a-8e87-20e386d618cf,,http://www.repasbio.org
d67cff6a-9a8f-44ea-90da-787e6475c892,,http://convergenceenergetique.org http://www.convergenceenergetique.org https://convergenceenergetique.org https://www.convergenceenergetique.org
75bc0b7b-e86d-475b-a507-9562b3936684,,http://auteriveentransition.blogspot.fr http://www.auteriveentransition.blogspot.fr
00fceca9-874c-4a68-b6f2-408a3d59c2a6,,http://pointderassemblement.blogspot.fr http://www.pointderassemblement.blogspot.fr
7f502ce4-f154-4270-b8ac-12b9bca8b1e0,,http://libertaria.it http://www.libertaria.it https://libertaria.it https://www.libertaria.it
b4443b64-ca75-4433-8b93-71d472d6582d,,http://kiwisflambeurs.blogspot.fr http://www.kiwisflambeurs.blogspot.fr
6993e77b-3a2a-4e3a-9b6a-bb3442c5eff2,,http://www.bio-dynamie.org https://www.bio-dynamie.org
531f16c3-dcaf-4d6d-8982-65822f682a70,media,http://jefklak.org
e042a0ca-87ca-4f23-9bf2-fbb57fcab976,,http://conscience-sociale.blogspot.fr http://www.conscience-sociale.blogspot.fr
bddf39cb-1008-4438-b083-88c79f397916,,http://www.transition-villeurbanne.fr https://www.transition-villeurbanne.fr
9f0ed38f-4e3f-499f-bac8-8826f3deb2ac,,http://lecridudodo.blogspot.fr http://www.lecridudodo.blogspot.fr
c7c9127f-0ba9-43cf-8f94-4940c2deb8f7,,http://atelierdecosolidaire.com https://atelierdecosolidaire.com
