ID,Tags,NAME,START PAGES
e77a3ec0-f037-4bea-9373-3938730c0100,economy,Monnaie-Locale-Complementaire,http://monnaie-locale-complementaire.net/france/
5f06df73-aceb-4b01-935e-11f2ae9a14aa,creation,Commeunpoissondanslart,http://www.commeunpoissondanslart.fr
5579fddd-af02-459e-87bb-303122267e62,media,Les-Indignes-Revue,http://www.les-indignes-revue.fr
72eb02f7-966d-47e3-8c35-8ff0c68047bd,,manifeste.Attac,http://www.manifeste.attac.org
848e004c-f15a-47c8-a471-0bcdf6727f78,object,Co-Recyclage,http://www.co-recyclage.com
eecd338e-0dc1-4d89-8ffc-4acaeb4bf6d6,group,Gpclimat,http://gpclimat.be/notre-charte/
8a0e33af-e8a9-4057-8df3-ac8b6a4a1103,,Universite-Du-Nous,http://universite-du-nous.org/a-propos-udn/ses-outils/
80cbfe33-06c5-4e9d-8441-c205f4bbf075,,Leclimatchange,http://leclimatchange.fr/questions-reponses/
71739112-2dc5-48ab-b57e-45063c83fa19,list,spirale.Attac,http://www.spirale.attac.org
516aa23d-f809-4c50-a8f0-27c96dc83e91,,Primitivi,http://www.primitivi.org
d5cde0c9-19bd-4d03-bf7e-407c5ac937c6,act love,brigadeclowns.Wordpress,https://brigadeclowns.wordpress.com/le-manifeste-de-larmee-des-clowns/
37564bd5-4264-4255-a44b-23e135afd0da,text web,les451.Noblogs,http://les451.noblogs.org/post/2012/11/22/la-querelle-des-modernes-et-des-modernes/
43607b76-8504-4738-b696-628ca8de8455,web tool,Degooglisons-Internet,http://degooglisons-internet.org
944917b1-b27c-41b9-b164-92c0e9a9d78f,,Perou-Paris,http://www.perou-paris.org/Manifeste.html
42930fa0-1e2a-4a41-876b-be70cf907d9d,,asso.apne.Free,http://asso.apne.free.fr
600fc5c3-9fe7-4d6a-aecd-9eb0eefbe862,home,Jeudi-Noir,http://www.jeudi-noir.org
fc2d380e-3f07-46f7-9b71-abce85719226,,Lmsi,http://lmsi.net/?page=presentation
e59797b4-55fa-4e1a-afad-f1150128b96f,eat,Amap-Idf,http://www.amap-idf.org
e20bccbf-ad6e-4679-838d-79ed5eea0aff,,Internetactu,http://www.internetactu.net/2015/05/07/technologie-cest-a-nous-den-etre-les-maitres-oui-mais-comment
79365265-e88c-4bd8-a102-6fcf07b06fdb,,Gpclimat,http://gpclimat.blogspot.ch/p/texte-fondateur.html
c18627eb-6271-4cf2-9670-cddbbc82d40a,group,Institutmomentum,http://www.institutmomentum.org/le-manifeste/
b526513e-aff7-4811-818d-c36b0c0313c2,video history,Maintenantnosterres,http://www.maintenantnosterres.com
49feb6b2-a9be-4930-a0e9-2fda05b5081a,web science,Technologos,http://technologos.fr
ea74c242-943b-46b3-91ba-845168e6497c,video,Dailymotion /lappeletlapioche,http://www.dailymotion.com/lappeletlapioche
2b3b9eef-ca5a-42f7-a444-2a764aae864d,move,Covoiturage-Libre,http://covoiturage-libre.fr
3394d78c-d601-4937-aa64-b957c996bb4b,object,Myrecyclestuff,http://myrecyclestuff.com
dbc7f967-c2f9-415e-ad4b-d2d7f1e5d01a,creation,Pouleouoeuf,http://pouleouoeuf.com/fr
c6903c7a-15b3-4715-b264-3b962220d525,web tool,Framasoft,http://www.framasoft.org
d376ec55-9804-4a2e-a5e5-87b20b73167f,,Jaiundoute,http://jaiundoute.com
5c4c180a-7f5e-4006-8642-936def516280,,Partage-Le,http://partage-le.com
05f19401-5da5-4836-80f9-4230b8b4c00c,,Influencia,"http://www.influencia.net/fr/actualites/com-media,audace,dessine-moi-drogue-numerique,5342.html"
01252107-1bd7-4ce3-bd9b-bc3da64b3ee3,economy companies,Jechangedebanque,http://jechangedebanque.org/toutes-les-banques-ne-se-valent-pas/
c0698853-9834-4fc5-bbff-0428d85c5cb2,,Financeresponsable,http://www.financeresponsable.org/entreprise.php
92b67418-91c6-4fc6-9e1c-980f509b68c6,map,Lesmoutonsenrages,http://lesmoutonsenrages.fr/carte-des-moutons-2/
0b52d3bc-442c-4684-9649-6ca1add227c2,,Tako,http://www.hclbox.org/fr/boxes
4e21c8ca-d246-42cb-9805-ec1632dd830c,,Dark-Mountain,http://dark-mountain.net/about/manifesto/
86e67904-a37e-4ada-a688-a06f9344a606,list economy map,Lemarchecitoyen,http://www.lemarchecitoyen.net
217bca75-2e86-4695-88a4-72f7c3d65307,,Transition-paysstbrieuc,http://transition-paysstbrieuc.org http://www.transition-paysstbrieuc.org https://transition-paysstbrieuc.org https://www.transition-paysstbrieuc.org
b521c0bd-8677-4a03-ae5d-d887cacea97e,,Transitiondemocratique,http://www.transitiondemocratique.net https://www.transitiondemocratique.net
8b7c332d-e61f-4894-b559-0e1c23064a99,,Montreuilentransition,http://montreuilentransition.fr https://montreuilentransition.fr
ea421006-8a0a-4c32-b8ce-2c4532814a6d,,Quebecentransition,http://quebecentransition.org http://www.quebecentransition.org
3f67b797-8c0a-4a4a-b794-729e2f259046,,Transitionfrance,http://www.transitionfrance.fr
9310a1fe-3c31-49bc-aafa-57afc6112085,alienation group,Deboulonneurs,http://www.deboulonneurs.org
7d35e654-c8ea-4da6-9320-cd87d8035d00,object,Recupe,http://recupe.net
5522a4ed-d593-45ea-8e5a-d5db7025d7b8,,Transitionus,http://transitionus.org http://www.transitionus.org https://www.transitionus.org
3fb42637-e5a0-4630-b6cc-92a7760ecd4b,group,Transitioncitoyenne,http://www.transitioncitoyenne.org
e7e56d5e-1060-4e56-b735-d16b35911aeb,economy,Revenudebase.Free,http://revenudebase.free.fr
3beac5c2-28e7-472c-a8c0-9f1f258918b2,,En-transition,http://www.en-transition.fr
46c24dcf-0e8c-4e31-8430-c9d4eadafb06,,2mains-asso,http://2mains-asso.fr http://www.2mains-asso.fr https://2mains-asso.fr https://www.2mains-asso.fr
5c169bd1-fe7d-4579-8488-25ce1066b64d,,Alternati-var.Tumblr,http://alternati-var.tumblr.com http://www.alternati-var.tumblr.com
2436fe97-2608-4842-a8ea-e64fb13be625,,Actu-environnement,http://www.actu-environnement.com
63175dab-8d4d-4503-b32e-dcfc7fd7bdb3,,Reseautransition,http://www.reseautransition.be
dd3b87d3-9fa6-4ccd-a97e-deef0d90d73e,,Mrc-France,http://www.mrc-france.org
07ee8471-49fb-4cb3-9ce8-ec5b31edafd9,video,Utopimages,http://utopimages.fr
d78a4110-dc4d-4e36-90ba-68ecfe548ec8,,Conscience-du-peuple.Blogspot,http://conscience-du-peuple.blogspot.com http://conscience-du-peuple.blogspot.fr http://www.conscience-du-peuple.blogspot.com http://www.conscience-du-peuple.blogspot.fr https://conscience-du-peuple.blogspot.com https://conscience-du-peuple.blogspot.fr
f69e79a7-4a4b-4ad7-b836-5b2e48e540ee,,Opendotdotdot.Blogspot,http://opendotdotdot.blogspot.com http://www.opendotdotdot.blogspot.com http://www.opendotdotdot.blogspot.fr https://opendotdotdot.blogspot.com https://www.opendotdotdot.blogspot.com
97b67d21-a7fa-4472-8f34-03c506187d04,,Deepgreenresistance.Blogspot,http://deepgreenresistance.blogspot.com http://deepgreenresistance.blogspot.fr http://www.deepgreenresistance.blogspot.com https://deepgreenresistance.blogspot.com
4a5e7518-61be-432b-a8fa-96e9c86d3e94,economy,Le-revenu-de-base.Blogspot,http://le-revenu-de-base.blogspot.com http://le-revenu-de-base.blogspot.fr http://www.le-revenu-de-base.blogspot.com https://le-revenu-de-base.blogspot.com
6401546e-482c-415f-a677-272ad1b6a843,audio,Radio-guerrilla.Blogspot,http://radio-guerrilla.blogspot.com http://www.radio-guerrilla.blogspot.com http://www.radio-guerrilla.blogspot.fr https://radio-guerrilla.blogspot.com
1dc56c2b-889f-44cf-a07a-6b8d62df7013,,Tempetemob.Blogspot,http://tempetemob.blogspot.com https://tempetemob.blogspot.fr https://www.tempetemob.blogspot.fr
795c1844-1005-46e2-8dae-514a40dfd9ae,media,Agoravox,http://www.agoravox.fr
0544f70f-3739-4538-b267-eefe56e9dbab,calendar @angers @maineetloire,Alter49,http://alter49.org
9b5b9260-b03a-4281-bb1d-ae4001df826a,,Animal-penseur.Blogspot,http://animal-penseur.blogspot.com http://www.animal-penseur.blogspot.com http://www.animal-penseur.blogspot.fr https://animal-penseur.blogspot.com
f49d7040-e6d4-4248-adc5-45104bb42722,,Aulapinblanc.Blogspot,http://aulapinblanc.blogspot.com http://www.aulapinblanc.blogspot.com http://www.aulapinblanc.blogspot.fr https://aulapinblanc.blogspot.com
f004ac71-4987-4fef-9877-c83bcdb0a945,,Collectif3r.Blogspot,http://collectif3r.blogspot.com http://collectif3r.blogspot.fr http://www.collectif3r.blogspot.com https://collectif3r.blogspot.com
ede29686-b403-4963-82f6-c17471f06be7,,Leclebard.Blogspot,http://leclebard.blogspot.com http://leclebard.blogspot.fr http://www.leclebard.blogspot.com https://leclebard.blogspot.com
388666fa-3173-4e17-ab62-53c6d29762f0,,Chavilleentransition,http://chavilleentransition.com http://www.chavilleentransition.com
60e682e7-3465-4a91-bfb6-c87ee27b4221,,Mediascitoyens-diois.Blogspot,http://mediascitoyens-diois.blogspot.com http://mediascitoyens-diois.blogspot.fr http://www.mediascitoyens-diois.blogspot.com https://mediascitoyens-diois.blogspot.com
ca596922-3cce-4acd-98ab-56507c1203ad,,Monportatif.Blogspot,http://monportatif.blogspot.com http://monportatif.blogspot.fr http://www.monportatif.blogspot.com https://monportatif.blogspot.com
615eabe1-69eb-45e2-aab8-7a9b096a6213,energy,Negawatt,http://negawatt.org http://www.negawatt.org https://negawatt.org https://www.negawatt.org
19b042ef-d756-4b60-af70-ec90ff6f7e17,,Cantal-en-transition,http://cantal-en-transition.org
4db71e83-bd12-43ea-acd6-bd8c859c921f,,Onsefechier-anatic6.Blogspot,http://onsefechier-anatic6.blogspot.com http://onsefechier-anatic6.blogspot.fr http://www.onsefechier-anatic6.blogspot.com https://onsefechier-anatic6.blogspot.com
3c208d7f-6813-40e5-8d5a-e1aef20b652c,,Canard-aux-figues.Blogspot,http://canard-aux-figues.blogspot.com http://canard-aux-figues.blogspot.fr http://www.canard-aux-figues.blogspot.com https://canard-aux-figues.blogspot.com
49698648-1e44-4269-b74b-ad992b5fdf94,,Commedesguilis.Blogspot,http://commedesguilis.blogspot.com http://commedesguilis.blogspot.fr http://www.commedesguilis.blogspot.com https://commedesguilis.blogspot.com
0e2f5a8c-21c8-480d-8c1c-7e025ea5627f,,Observatoire-territoires-durables,http://observatoire-territoires-durables.org
d243266c-41be-44fb-80b8-a6e2b83eb586,,Alter49.Free,http://alter49.free.fr
938a506e-a2df-446d-91f7-d761e81dc05e,,Alter-actifs,http://alter-actifs.org
a551fae9-8a94-4b28-8362-3ab39e8419f2,,Marchedeschomeurs-brest.Blogspot,http://marchedeschomeurs-brest.blogspot.com http://www.marchedeschomeurs-brest.blogspot.com http://www.marchedeschomeurs-brest.blogspot.fr https://marchedeschomeurs-brest.blogspot.com
c902e8b8-3640-47fc-bc13-fef0809e0c1c,,Ladominationdumonde.Blogspot,http://ladominationdumonde.blogspot.com http://ladominationdumonde.blogspot.fr http://www.ladominationdumonde.blogspot.com https://ladominationdumonde.blogspot.com
f9839f0d-ae85-45d5-a06f-d9ea19c11ddb,,Laurie-apprentie.Blogspot,http://laurie-apprentie.blogspot.com http://www.laurie-apprentie.blogspot.com http://www.laurie-apprentie.blogspot.fr https://laurie-apprentie.blogspot.com
c3eb5b6f-b331-4a29-87a8-edce8c33d62e,,Lesoutien.Blogspot,http://lesoutien.blogspot.com http://www.lesoutien.blogspot.com http://www.lesoutien.blogspot.fr https://lesoutien.blogspot.com
d4188ab9-a0f1-4593-9994-b81358f439e6,,Twitter /ReclaimCommons,http://twitter.com/ReclaimCommons http://www.twitter.com/ReclaimCommons https://twitter.com/ReclaimCommons
b941267b-bed7-401f-bedd-47e8c91362a2,,Amisdumondediplomatique66,http://amisdumondediplomatique66.fr
01ae1a61-df00-4b2d-a660-c7bf9e9a6883,,Anti-ntp.Blogspot,http://anti-ntp.blogspot.com http://anti-ntp.blogspot.fr http://www.anti-ntp.blogspot.com https://anti-ntp.blogspot.com
34c63b61-54b5-45a2-adcb-62b45d711433,,Soutien-rebellion-donbass.Blogspot,https://soutien-rebellion-donbass.blogspot.com https://soutien-rebellion-donbass.blogspot.fr
a9887b6b-0cbb-412c-bb66-17caaa70ba73,,Altervista,http://altervista.org http://www.altervista.org https://altervista.org
2e9be9ba-2200-41d2-aba3-b4df7fc294e0,,Attentionalaterre.Blogspot,http://attentionalaterre.blogspot.com http://attentionalaterre.blogspot.fr http://www.attentionalaterre.blogspot.com https://attentionalaterre.blogspot.com
8c7a1f48-0977-402b-8161-02e88aed423a,,Lafourmirouge.Blogspot,http://lafourmirouge.blogspot.com http://www.lafourmirouge.blogspot.com http://www.lafourmirouge.blogspot.fr https://lafourmirouge.blogspot.com
81237c89-5ce8-411d-93f0-2b4f23295138,,Bistrobarblog.Blogspot,http://bistrobarblog.blogspot.com http://www.bistrobarblog.blogspot.com http://www.bistrobarblog.blogspot.fr https://bistrobarblog.blogspot.com
b16788ad-4243-475a-aa6e-a9a43925d777,,Festival-transition.Coop,http://festival-transition.coop
1335210b-7b72-429d-a3b9-56b7e4d78fc2,video,Utopimages,http://utopimages.org
4e0afd48-9e50-4259-a010-807ed102a8f2,,Defenseetenvironnement.Blogspot,http://defenseetenvironnement.blogspot.com http://defenseetenvironnement.blogspot.fr http://www.defenseetenvironnement.blogspot.com https://defenseetenvironnement.blogspot.com
a5eccb3d-e14a-468f-9594-fc8f65bb6e92,,Mysticbourgeoisie.Blogspot,http://mysticbourgeoisie.blogspot.com http://www.mysticbourgeoisie.blogspot.com http://www.mysticbourgeoisie.blogspot.fr https://mysticbourgeoisie.blogspot.com
2b2e1fc9-d320-4991-95cd-5b0faec578c5,,Contrelaprecarite.Blogspot,http://contrelaprecarite.blogspot.com http://contrelaprecarite.blogspot.fr http://www.contrelaprecarite.blogspot.com https://contrelaprecarite.blogspot.com
a82c05bc-14ab-41a3-963e-99821a3a181b,,Transitionquebeccentreville,http://transitionquebeccentreville.org
c36d330f-d612-433b-a200-1241573e6b56,media text alienation,Sansremede,http://sansremede.fr
4af7fb6e-864f-4920-ae44-96a825183fbb,,Lacaravanedesespaceslibres.Blogspot,http://lacaravanedesespaceslibres.blogspot.fr http://www.lacaravanedesespaceslibres.blogspot.fr
5de356b3-ddd7-4783-af6a-7c24bf7eef13,,Transition-energetique32.Blogspot,http://transition-energetique32.blogspot.fr http://www.transition-energetique32.blogspot.fr
d51e8f88-9a6f-4de2-bd77-72244dc2cd54,,Liegeentransition,http://www.liegeentransition.be https://liegeentransition.be https://www.liegeentransition.be
03abbfe6-1d94-4a48-b657-a519907b9c01,,Argentdubeurre,http://www.argentdubeurre.com https://argentdubeurre.com https://www.argentdubeurre.com
4ce5a193-8b83-4d5b-8f32-6e3b8502533b,,Sorsdeterre.Blogspot,http://sorsdeterre.blogspot.fr http://www.sorsdeterre.blogspot.fr
bb6bc7e8-afb9-406f-9352-8eeb3d7c7528,,Altereco30,http://www.altereco30.com https://www.altereco30.com
111d5d2c-fd8d-4a99-9b63-6133f63c7b43,,Acteurspublics,http://www.acteurspublics.com
1f0831fa-2b94-4ad4-a26f-6222d4ebac02,,Debrouille,http://www.debrouille.com
5482bfc5-70d8-4f01-9236-3e650fb42bac,,Passerellesud,http://passerellesud.org http://www.passerellesud.org https://passerellesud.org https://www.passerellesud.org
6f7590b3-437d-4772-91b6-fadf3ff966e9,,Facebook /Alternatiba.paysdelorient,https://www.facebook.com/Alternatiba.paysdelorient
af2276ae-a23a-42f2-a6d0-60993dd1fb24,,Transitionparis20,http://transitionparis20.org https://transitionparis20.org
4c46d2c4-45f7-4657-ae2f-a9050e9d1fa0,,Arlestransition.Wordpress,https://arlestransition.wordpress.com
11b25bd3-97bd-4aef-9afc-8f167f317040,,Bordeaux-transition,http://www.bordeaux-transition.org
d71c7421-f9a7-462f-9bef-61f8f85b3b23,eat,Biocoop,http://biocoop.fr http://www.biocoop.fr
2ad76eab-0b61-40fc-913d-098c05a73d07,,Saveursdurables,http://www.saveursdurables.fr
90eafc85-fd4c-4896-999f-5846b72455fe,,Aide-et-action,http://www.aide-et-action.org
2c56bf1a-862a-4416-9251-3d6a7bf82e81,,Alternatives-economiques-education,http://alternatives-economiques-education.fr http://www.alternatives-economiques-education.fr https://alternatives-economiques-education.fr https://www.alternatives-economiques-education.fr
e07dffce-b892-471d-86ef-d0e067265f06,,Facebook /PeupleDuMondeReveillezVousOnVousMent,https://www.facebook.com/PeupleDuMondeReveillezVousOnVousMent
9784a9b1-5b0d-4fae-b749-8f6b630c8a07,,Transition-pays-allevard.Blogspot,http://transition-pays-allevard.blogspot.fr http://www.transition-pays-allevard.blogspot.fr
56b85ca2-65ba-430b-bd9d-3b39c7423cf4,,Populiste-impenitent.Blogspot,http://populiste-impenitent.blogspot.fr http://www.populiste-impenitent.blogspot.fr
c99e7c58-36a6-4c3a-beb1-62f95985dca3,zad,Comites-ndl.Blogspot,http://comites-ndl.blogspot.fr http://www.comites-ndl.blogspot.fr
d29ca51a-588f-4e73-bf37-f55d8e4913eb,economy,Antibanque.Blogspot,http://antibanque.blogspot.fr http://www.antibanque.blogspot.fr
e39a561d-986b-41a7-9db5-e3620ef147b8,,Alter-actif,http://www.alter-actif.com
371b1780-c7cc-4b65-bb64-94a0fb25ffb1,,Jptransition,http://jptransition.org
349096ac-e081-4f3e-9573-ed01f6114d15,,Alternatives34.Ouvaton,http://alternatives34.ouvaton.org http://www.alternatives34.ouvaton.org https://alternatives34.ouvaton.org https://www.alternatives34.ouvaton.org
3a71a1ee-a3c9-483d-9d95-a84ca612906b,,Argenteuilblog,http://argenteuilblog.fr http://www.argenteuilblog.fr https://argenteuilblog.fr https://www.argenteuilblog.fr
8f9895b5-4f37-4550-890b-be62248b638c,,Altermonde-sans-frontiere,http://altermonde-sans-frontiere.com http://www.altermonde-sans-frontiere.com
99f64204-9885-4169-9110-589e084b59e7,,Reseauecoleetnature,http://reseauecoleetnature.org https://reseauecoleetnature.org
21a4c3ec-2d9a-4840-8ee8-ebb1b1940c7a,,Orthezbiodiversite.Wordpress,https://orthezbiodiversite.wordpress.com
d2a08866-20a6-4e19-a117-5bfa43d2f962,,Crystalpalacetransition,http://www.crystalpalacetransition.org.uk
fef6d933-1c14-4e4f-99c8-fbc26c32ca43,,Lutopiste,http://lutopiste.com https://lutopiste.com
60b3065c-adfe-46a2-bdeb-2383eec57576,,Indigenes-republique,http://indigenes-republique.fr
bb4b2788-9d2b-41ca-81bb-ca92b512bc0b,law home,Jurislogement,http://jurislogement.org http://www.jurislogement.org https://jurislogement.org https://www.jurislogement.org
5252b56c-3973-4ab7-aa6a-4ca1ffcfcee0,,Agrobio-bretagne,http://www.agrobio-bretagne.org https://agrobio-bretagne.org https://www.agrobio-bretagne.org
242e9eb6-a697-417e-8ced-5b6cbcc4de68,,Facebook /alternatibanarbonne,https://www.facebook.com/alternatibanarbonne
191b3ee5-8da2-46b8-8a04-5e796393d6e9,,Convergence-sp,http://www.convergence-sp.org https://www.convergence-sp.org
714fa95d-99bd-4afa-bbcd-3fde046768af,,Parolesdesansvoix,http://parolesdesansvoix.org
f2c46ea3-f86e-4f2a-b851-4f143013af74,act love,Libertederire,http://www.libertederire.net
b9715ae8-7326-4530-9818-80cbfbc37f34,,Cip-idf,http://www.cip-idf.org
26006ae3-56fe-46fc-a07c-b77b6c60b429,text,Editionslibertalia,http://editionslibertalia.com http://www.editionslibertalia.com https://editionslibertalia.com https://www.editionslibertalia.com
c9f6ba0f-de33-4fa0-a51a-13ef56077e79,,Espace-public-de-mediation.Blogspot,http://espace-public-de-mediation.blogspot.fr http://www.espace-public-de-mediation.blogspot.fr
0a09786b-d3d4-4007-9caf-34178985755c,text,Editions-libertaires,http://editions-libertaires.org https://editions-libertaires.org
dc3137f9-d015-430b-b64d-46a87c7bcab1,,Leobidois.Blogspot,http://leobidois.blogspot.fr http://www.leobidois.blogspot.fr
ba469020-78b0-4410-8328-1b2fed86fd2d,,Quotidiendurable,http://quotidiendurable.com http://www.quotidiendurable.com
f0816f28-23ea-4113-a36f-8c8ea59d011f,,Opendatacommons,http://opendatacommons.org
164fb08c-d6e2-4e5f-b62e-41a03bf0c2af,,Atelier,http://www.atelier.net
19e011ff-2148-44e1-a1f5-fe6eb873d683,,Etre-au-monde,http://etre-au-monde.fr http://www.etre-au-monde.fr https://etre-au-monde.fr https://www.etre-au-monde.fr
f179821f-a803-4ea5-b8d5-70b3c31d32ee,,Lepoingpresselibertaire,http://lepoingpresselibertaire.org https://lepoingpresselibertaire.org
adf61b0b-8158-47ba-acd6-00c2d8713468,economy,Aidonslargent,http://aidonslargent.org https://aidonslargent.org https://www.aidonslargent.org
59d77e44-9f01-423e-a240-63980c8b552c,,Rambouilletentransition.Wordpress,https://rambouilletentransition.wordpress.com
4b4de7e6-4957-4b75-9223-910cb296c027,,Postcarboncities,http://postcarboncities.net http://www.postcarboncities.net
4033f16d-53ed-498d-a14b-49fd4bc3f0e6,,Wikiconstructiondurable,http://www.wikiconstructiondurable.fr
310bfb33-7353-4e2e-96f3-98836ef4f616,,Alternatiba-nancy,http://alternatiba-nancy.fr http://www.alternatiba-nancy.fr https://alternatiba-nancy.fr https://www.alternatiba-nancy.fr
75f6f6a4-ae73-440f-a794-9317264bbe42,,Entremonde,http://entremonde.net http://www.entremonde.net https://entremonde.net https://www.entremonde.net
fe3a5f99-9fca-4c1e-8809-490b87aaa2a6,politics,Onthecommons,http://www.onthecommons.org https://onthecommons.org https://www.onthecommons.org
a93dd8c3-1ae7-470d-950a-48b3b2d96bea,,Salontransition,http://salontransition.fr https://salontransition.fr
b0cc9208-68ff-49ab-823c-3771241d0cbe,,Jaimelabio,http://www.jaimelabio.fr https://www.jaimelabio.fr
